Publisher Name,Publisher Registry Id,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,Frequency
SNV Netherlands Development Organisation,snv,0,0,1,0,0,0,0,0,0,0,0,0,Annual
SOS Children's Villages The Netherlands,sosnl,0,1,1,1,0,0,0,0,0,0,0,0,Annual
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,0,1,0,0,0,0,0,0,0,0,0,0,Annual
SPARK,spark,0,0,0,2,0,0,0,0,0,0,0,0,Annual
Saferworld,saferworld,1,2,0,1,0,0,0,0,0,0,0,0,Annual
Save the Children DK,redbarnet,1,0,0,1,0,0,0,0,0,0,0,0,Annual
Save the Children International,sci,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Save the Children Netherlands,scnl,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Save the Children UK,scuk,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Scottish Catholic International Aid Fund (SCIAF),sciaf,0,2,0,0,0,0,0,0,0,0,0,0,Annual
Search for Common Ground (SFCG),sfcg,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Send a Cow,sendacow,1,0,0,1,0,0,0,0,0,0,0,0,Annual
Send a Cow Ethiopia,sacethiopia,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Send a Cow Kenya,sac_kenya,1,0,0,1,0,0,0,0,0,0,0,0,Annual
Sense International,sense_international,0,2,0,1,0,0,0,0,0,0,0,0,Annual
Sightsavers,ss-org,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Simavi,simavi,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Solidaridad,solidaridad,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Solidaridad Europe,solidaridad-europe,0,1,0,2,0,0,0,0,0,0,0,0,Annual
Solidaridad South & South-East Asia,solidaridad-ssea,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Solidaridad West Africa,solidaridad-waf,0,1,1,2,0,0,0,0,0,0,0,0,Annual
Solsoc,solsoc,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Sonke Gender Justice,sjg,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Sound Seekers Limited,soundseekers,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Stichting Deltares,deltares,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Stichting Red een Kind,redeenkind,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Stichting Vluchteling,st_vluchteling,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Stichting Woord en Daad,w-d,0,1,1,0,0,0,0,0,0,0,0,0,Annual
Street Child,street_child,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Studio Globo,sg,0,1,0,0,0,0,0,0,0,0,0,0,Annual
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,1,1,1,1,0,0,0,0,0,0,0,0,Annual
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Syrian Center for Media and Freedom of Expression,scm,0,0,0,1,0,0,0,0,0,0,0,0,Annual
TEAR fund Nederland,tear,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Terre des Hommes Netherlands,tdh_nl,1,2,0,0,0,0,0,0,0,0,0,0,Annual
The Access to Nutrition Foundation,atnf,0,0,0,1,0,0,0,0,0,0,0,0,Annual
The Commonwealth Secretariat,commonwealthsecretariat,1,0,0,0,0,0,0,0,0,0,0,0,Annual
The Fred Hollows Foundation (UK),fhfuk,0,0,1,0,0,0,0,0,0,0,0,0,Annual
"The Global Development Incubator, Inc",gdi,1,0,0,1,0,0,0,0,0,0,0,0,Annual
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,0,4,5,10,0,0,0,0,0,0,0,0,Annual
The International Rescue Committee,irc_inc,1,1,1,1,0,0,0,0,0,0,0,0,Annual
The Louis Berger Group Inc.,lbg,1,0,1,0,0,0,0,0,0,0,0,0,Annual
The MENTOR Initiative,the_mentor_initiative,1,0,0,0,0,0,0,0,0,0,0,0,Annual
The OPEC Fund for International Development (OFID),ofid,0,0,1,0,0,0,0,0,0,0,0,0,Annual
The Open University,open_university,0,1,0,1,0,0,0,0,0,0,0,0,Annual
The Power of Nutrition,the_power_of_nutrition,0,1,0,0,0,0,0,0,0,0,0,0,Annual
"The University of Dodoma (UDOM), Tanzania",udom,0,1,0,0,0,0,0,0,0,0,0,0,Annual
The William and Flora Hewlett Foundation,hewlett-foundation,1,1,1,1,0,0,0,0,0,0,0,0,Annual
The World Bank,worldbank,1,1,1,1,0,0,0,0,0,0,0,0,Annual
Traidcraft Exchange,traidcraft,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Transnational Institute,tni,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Transparency International Bangladesh,tib,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Trias,trias,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Trocaire,trocaire,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Trocaire (Northern Ireland),troc,0,1,0,0,0,0,0,0,0,0,0,0,Annual
"UK - Department for Business, Energy and Industrial Strategy (BEIS)",beis,0,0,1,1,0,0,0,0,0,0,0,0,Annual
"UK - Department for Digital, Culture, Media and Sport",dcms,0,0,0,1,0,0,0,0,0,0,0,0,Annual
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,0,0,1,1,0,0,0,0,0,0,0,0,Annual
UK - Department for International Development (DFID),dfid,1,1,1,1,0,0,0,0,0,0,0,0,Annual
UK - Department of Health and Social Care (DHSC),dhsc,0,1,0,0,0,0,0,0,0,0,0,0,Annual
UK - Foreign & Commonwealth Office,fco,0,0,1,0,0,0,0,0,0,0,0,0,Annual
UK - Ministry of Defence,ukmod,0,0,0,1,0,0,0,0,0,0,0,0,Annual
UN Women,unw,1,1,1,1,0,0,0,0,0,0,0,0,Annual
UN-Habitat,unhabitat,1,2,1,1,0,0,0,0,0,0,0,0,Annual
UNICEF Netherlands National Committee,unicefnl,0,0,0,1,0,0,0,0,0,0,0,0,Annual
UNITAID,utd,1,2,2,3,0,0,0,0,0,0,0,0,Annual
UTZ,utz,0,1,0,1,0,0,0,0,0,0,0,0,Annual
UWEZO Youth Empowerment,uwezo_youth_empowerment,1,0,0,1,0,0,0,0,0,0,0,0,Annual
Uganda Martyrs University,umu,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Unicef Belgium National Committee,ub,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Union of Agricultural Work Committees,uawc,1,0,0,0,0,0,0,0,0,0,0,0,Annual
United Nations Central Emergency Response Fund (CERF),cerf,6,7,1,7,0,0,0,0,0,0,0,0,Annual
United Nations Children's Fund (UNICEF),unicef,0,1,2,1,0,0,0,0,0,0,0,0,Annual
United Nations Development Programme (UNDP),undp,0,2,1,1,0,0,0,0,0,0,0,0,Annual
United Nations Foundation,unf,0,1,0,0,0,0,0,0,0,0,0,0,Annual
United Nations High Commissioner for Refugees (UNHCR),unhcr,3,3,1,1,0,0,0,0,0,0,0,0,Annual
United Nations Industrial Development Organization (UNIDO),unido,1,1,1,1,0,0,0,0,0,0,0,0,Annual
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,1,0,2,0,0,0,0,0,0,0,0,0,Annual
United Nations Office for Project Services (UNOPS),unops,0,1,2,1,0,0,0,0,0,0,0,0,Annual
United Nations Office for the Coordination of Humanitarian Affairs (OCHA),unocha,6,5,5,10,0,0,0,0,0,0,0,0,Annual
United Nations Population Fund,unfpa,1,1,1,1,0,0,0,0,0,0,0,0,Annual
United Nations World Food Programme (WFP),wfp,1,1,1,1,0,0,0,0,0,0,0,0,Annual
United States,unitedstates,0,0,0,1,0,0,0,0,0,0,0,0,Annual
United States Agency for International Development (USAID),usaid,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Universiteit Leiden,universiteit_leiden,0,0,0,1,0,0,0,0,0,0,0,0,Annual
University of Nottingham,uni_of_nottingham,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Upper Quartile,uq,0,1,0,1,0,0,0,0,0,0,0,0,Annual
VEI (Vitens-Evides International),vei_nl,0,1,0,1,0,0,0,0,0,0,0,0,Annual
VNG International,vngi,0,0,0,1,0,0,0,0,0,0,0,0,Annual
VVOB Education for Development,vvob,0,0,0,1,0,0,0,0,0,0,0,0,Annual
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,2,0,0,0,0,0,0,0,0,0,0,0,Annual
Voluntary Service Overseas (VSO),vso,0,1,0,0,0,0,0,0,0,0,0,0,Annual
WYG International B.V.,wygi,0,1,0,1,0,0,0,0,0,0,0,0,Annual
War Child Holland,warchildholland,1,1,1,1,0,0,0,0,0,0,0,0,Annual
War Child UK,wcuk,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Water Finance Facility,wff,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Wellfound,wellfound,1,0,0,1,0,0,0,0,0,0,0,0,Annual
Wolayita Development Association,woda_0486,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Women for Women International (UK),wfwiuk,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Women's Environment & Development Organization,wedo,0,0,0,1,0,0,0,0,0,0,0,0,Annual
World Child Cancer UK,wccuk,1,0,0,0,0,0,0,0,0,0,0,0,Annual
World Health Organization,who,0,1,0,0,0,0,0,0,0,0,0,0,Annual
World Resources Institute,wri,0,1,0,0,0,0,0,0,0,0,0,0,Annual
World University Service of Canada,wusc,0,1,1,0,0,0,0,0,0,0,0,0,Annual
World Vegetable Center,worldveg,1,0,0,0,0,0,0,0,0,0,0,0,Annual
World Vision Netherlands,wvnld,1,0,3,1,0,0,0,0,0,0,0,0,Annual
World Vision UK,wvuk,0,1,0,1,0,0,0,0,0,0,0,0,Annual
World Vision Zimbabwe,wvz-gec,0,1,0,0,0,0,0,0,0,0,0,0,Annual
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Worldwide Hospice Palliative Care Alliance,whpca,1,0,0,1,0,0,0,0,0,0,0,0,Annual
Y Care International,ycare,0,1,1,0,0,0,0,0,0,0,0,0,Annual
YWCA of Bangladesh,ywcabd,1,0,0,0,0,0,0,0,0,0,0,0,Annual
ZOA,zoa,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Zoological Society of London,zsl,0,0,1,1,0,0,0,0,0,0,0,0,Annual
partos,partos_nl,0,0,1,0,0,0,0,0,0,0,0,0,Annual
50 Eight Limited,fifty_eight,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ABAAD - Resource Center for Gender Equality,arcfge,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ACODEV,acodev,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ACTED,acted,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ACTION AGAINST HUNGER SPAIN,acfspain,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ADRA Denmark,adra-dk,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ADS-Nyanza,ads-nyanza,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AIDSPAN,aidspan,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ANDA,anda,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
APPRO-Europe,appro-eu,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ARK (Absolute Return for Kids),ark,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AVSI FOUNDATION IN UGANDA,avsi_uganda,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AVT-L Association of Victims of Terrorism Lebanon,avt-l,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AWEPA,awepa,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Aapasi Sahayog Kendra Syangja Nepal (ASK Nepal),ask,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Aasaman Nepal,aasaman,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Abaseen Foundation UK,abaseen,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Abt Associates Inc,abt,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Abt Britain Limited,abtbritain,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Academy for Health Development (AHEAD),ahead,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Académie de recherche et d'enseignement supérieur,ares,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Access to Seeds Foundation,atsf,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Accountable Now,accountablenow,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Acid Survivors Foundation,_admin,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Across,across,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Action Against Hunger USA,aahusa,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Action Contre la Faim,acf-fr,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ActionAid Bangladesh,aab,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ActionAid Denmark (Mellemfolkeligt Samvirke),aadk,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ActionAid Ghana,aag,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
ActionAid International,aai,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Acumen,acumen,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Adaptation Fund,af,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Adventist Development and Relief Agency (ADRA Somalia),adrasom,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
"Adventist Development and Relief Agency, Nepal",adra_nepal,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Aeras,aeras,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Afghanistan Public Policy Research Organization (APPRO),appro-af,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Afghanistan and Central Asian Association,acaa,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AfriKids,afrikids,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Africa Educational Trust,aet,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Africalia,africalia,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
African Centre for Global Health and Social Transformation,achest,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
African Parks Network,african_parks,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
African Population and Health Research Center,aphrc,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
African Revival,africanrevival,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Afrikagrupperna Sweden,afrikagrupperna,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AgResults Initiative,agresults,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Aga Khan Foundation Afghanistan,akf_afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,anaepmr_benin,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Agency for Cooperation and Research in Development (ACORD),acord,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AgriProFocus,agriprofocus,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Agulhas Applied Knowledge,aak,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
AidData,aiddata,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Ajuda de Desenvolvimento de Povo para Povo (ADPP),adpp,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Aktis Strategy Ltd,aktis,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Al Quds Public Health Society,aqphs,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Alcis Holdings Limited,alcis,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Alfalit,alfalit,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
All We Can (formerly Methodist Relief and Development Fund),allwecan,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
American Friends Service Committee,afsc,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amnesty International The Netherlands,amnesty,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amnesty International UK Section Charitable Trust,aiuk,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amref Flying Doctors,amrefnl,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amref Health Africa - UK,amrefha,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amref Health Africa Malawi,amrefmw,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amref Health Africa in Ethiopia,amrefeth,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amref Health Africa in Kenya,amrefkenya,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amref Health Africa in Tanzania,amreftz,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Amref Health Africa in Uganda,amrefug,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Ananda Marga Universal Relief Team (AMURT) Africa,amurt_kenya,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Aqua for All,aqua4all,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Arab foundation for freedoms and equality,afemena,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Article19,art19,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Association Centrafricaine de Traduction de la Bible et Alphabetisation,acatba,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Association for Cultural Technical and Educational Cooperation (ACTEC),actec,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Association for Progressive Communication,apc,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Association for Reproductive and Family Health,arfh,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Association for Women's Rights in Development (AWID),awid,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Association of Commonwealth Universities,acu,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Atos IT Services Ltd,atosuk,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Atradius Dutch State Business,adsb,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,aipr,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Auto-Développement Afrique (ADA),ada,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Autre Terre asbl,a-t,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Avocats Sans Frontières,asf,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BBC Media Action,bbcmediaaction,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BDO LLP,bdo,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BOS+ tropen,bos_plus_tropen,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BRAC,brac_admin2,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BRAC International,bracintl,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BRAC University,bu,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BSR,bsr_admin,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Babawatoto Centre For Children and Youth,bawacecy-tz,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Backward Society Education (BASE),base_22,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Balloon Ventures Foundation,bvf,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Bangladesh Nari Progati Sangha,bnps,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BasicNeeds,basicneeds,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Baylor College of Medicine Children's Foundation Malawi,bcm-cf,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Bees Abroad UK,bauk,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Bees for Development Trust,beesfordevelopment,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Belgian development agency (Enabel),enabel,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Benelux Afro Center,bac,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Berytech Foundation,berytech,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Beweging voor Internationale Solidariteit - Mouvement pour la Solidarité Internationale,bismsi,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Bibliothèques Sans Frontières,bsf1,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Bioclimate Research and Development,bioclimate,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Blue Ventures Conservation,blueventures,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
BoP Innovation Center,bopinc,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Boston University,bu-carbx-admin,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Brigham and Women's Hospital,bwh,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Brujula Comunicaciones Estrategicas SAS,brujula,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Brulocalis,brulocalis,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Bucks Community NGO,bucksfarm,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Burns Violence Survivors - Nepal,bvs-nepal,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
Business in the Community,bitc,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
C40 Cities Climate Leadership Group,c40cities,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
CABI,cabi,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
CARE BENIN/TOGO,carebenintogo,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
CARE Danmark Fonden for Frivillig Ulandsbistand,12921047,0,0,0,0,0,0,0,0,0,0,0,0,Less than Annual
